,country,province,region_1,year,lat,lon,location,avg_temp,min_temp,max_temp,precipitation_in_mm,wind_average_kmh,wind_peak_kmh,sun_minutes
3508,Australia,Victoria,Bendigo,1998,-21.2309116,148.9741517,0,,,,,,,
3509,Australia,South Australia,McLaren Vale,1999,-34.064999,150.814163,0,,,,,,,
3510,Australia,Victoria,Victoria,1998,-21.2309116,148.9741517,0,,,,,,,
3511,Australia,South Australia,South Australia,1999,-34.064999,150.814163,0,,,,,,,
3512,Austria,Austria,,2000,47.8356897,14.221707888560598,1,15.332242990654207,10.996728971962618,21.078504672897193,3.260280373831776,,,
3513,US,California,Mendocino,1999,36.778259,-119.417931,1,22.674766355140186,14.401869158878505,30.583644859813088,0.13925233644859814,11.403738317757007,,
3514,US,California,Rutherford,2000,36.778259,-119.417931,1,23.11682242990654,15.36355140186916,30.54813084112149,0.538785046728972,11.305140186915889,,0.0
3515,Australia,Victoria,Nagambie Lakes,2015,-21.2309116,148.9741517,0,,,,,,,
3516,US,Virginia,Shenandoah Valley,2014,47.52326,-92.536571,1,11.755607476635513,5.909345794392524,17.518691588785046,0.8350515463917526,10.135377358490567,,
3517,Australia,South Australia,Limestone Coast,2013,-34.064999,150.814163,0,,,,,,,
3518,Mexico,San Vicente,,2008,31.3253892,-116.2471159,1,,,,,,,
3519,Italy,Veneto,Amarone della Valpolicella,2003,45.666668,12.25,1,20.68691588785047,15.130653266331658,27.46435643564356,0.8535483870967743,8.295833333333334,,
3520,Spain,Galicia,Ribeiro,2012,42.8804219,-8.5458608,1,15.35140186915888,10.307981220657277,19.725821596244128,2.8425233644859813,10.27716049382716,,
3521,Croatia,Kutjevo,,2009,45.423994,17.882287,1,,,,,,,
3522,South Africa,Franschhoek,,2009,-33.909167,19.119444,0,,,,,,,
3523,Italy,Sicily & Sardinia,Valli di Porto Pino,2012,39.373062,9.157212,1,21.898130841121496,16.540776699029124,27.57075471698113,0.7702830188679246,15.981656804733728,,
3524,US,California,Calistoga,2006,36.778259,-119.417931,1,23.44716981132075,15.785981308411213,31.211214953271032,0.4411214953271028,10.69626168224299,,
3525,US,California,Mendocino Ridge,2016,36.778259,-119.417931,1,23.931775700934576,16.047196261682245,31.992523364485983,0.24719626168224298,11.427102803738318,,
3526,France,Bordeaux,Fronsac,2005,44.841225,-0.5800364,1,18.407009345794393,13.342990654205607,24.185514018691585,1.329906542056075,12.739285714285714,,
3527,US,Oregon,Eola-Amity Hills,2007,45.4206749,-122.670649,1,15.80747663551402,10.74532710280374,21.60467289719626,1.2915887850467291,9.591588785046728,,
3528,US,California,Solano County,2011,36.778259,-119.417931,1,22.850000000000005,15.344859813084112,30.6126168224299,0.4135514018691589,10.301869158878505,,
3529,US,California,Sonoma-Napa,2007,36.778259,-119.417931,1,23.181690140845074,15.255140186915884,31.20233644859813,0.09345794392523366,11.23271028037383,,
3530,US,California,Pine Mountain-Cloverdale Peak,2013,36.778259,-119.417931,1,24.64392523364486,16.84906542056075,32.69626168224299,0.024299065420560744,11.090186915887848,,
3531,Italy,Sicily & Sardinia,Malvasia delle Lipari,2009,39.373062,9.157212,1,21.606542056074773,16.758490566037736,26.812206572769952,1.4785046728971962,15.220238095238095,,
3532,US,Oregon,Southern Oregon,2009,45.4206749,-122.670649,1,16.876635514018695,11.555607476635517,23.129906542056073,1.4757009345794394,9.879906542056075,,
3533,France,Provence,Var,2016,46.0974492,4.5808081,1,15.393333333333334,10.232380952380954,20.78,,8.881904761904764,,
3534,US,California,Oak Knoll District,2009,36.778259,-119.417931,1,23.683644859813086,15.866355140186915,31.635514018691595,0.3303738317757009,10.790186915887853,,
3535,US,Connecticut,Western Connecticut Highlands,2005,41.599998,-72.699997,1,18.104761904761904,13.194285714285716,23.438095238095237,0.5699248120300752,10.118571428571428,,
3536,France,Provence,Vin de Pays Var,2007,46.0974492,4.5808081,1,16.52553191489362,11.751063829787233,21.805319148936167,,9.50159574468085,,
3537,US,California,High Valley,2009,36.778259,-119.417931,1,23.683644859813086,15.866355140186915,31.635514018691595,0.3303738317757009,10.790186915887853,,
3538,Spain,Galicia,Ribeira Sacra,2012,42.8804219,-8.5458608,1,15.35140186915888,10.307981220657277,19.725821596244128,2.8425233644859813,10.27716049382716,,
3539,Moldova,Moldova,,2013,46.957075,28.7591881,1,17.263084112149535,11.612206572769953,22.62300469483568,12.062962962962963,11.911219512195121,,
3540,Hungary,Sopron,,2012,47.6803063,16.5983457,1,16.279679144385028,10.72192513368984,22.028877005347592,,10.175401069518717,,
3541,US,New York,Seneca Lake,2008,40.7127281,-74.0060152,1,19.364953271028035,14.320560747663553,24.418691588785048,3.3425233644859813,14.32663551401869,,
3542,France,Beaujolais,Moulin-à-Vent,2008,46.1186123,4.6156707,1,15.73112244897959,11.233163265306123,20.64030612244898,,8.565816326530612,,
3543,US,Colorado,Colorado,2009,39.579155,-104.8769227,1,14.560280373831773,8.188317757009347,21.30607476635514,1.672727272727273,12.56728971962617,,
3544,Croatia,Hvar,,2010,43.17389195,16.55652349457852,1,,,,,,,
3545,Greece,Cephalonia,,2008,38.2379344,20.560883,1,,,,,,,
3546,US,Oregon,Ribbon Ridge,2008,45.4206749,-122.670649,1,15.628971962616822,10.532242990654206,21.629439252336443,1.0509345794392524,9.521495327102803,,
3547,Italy,Veneto,Piave,2003,45.666668,12.25,1,20.68691588785047,15.130653266331658,27.46435643564356,0.8535483870967743,8.295833333333334,,
3548,US,Oregon,Umpqua Valley,2005,45.4206749,-122.670649,1,16.581308411214952,11.467289719626168,21.925700934579442,1.9714953271028037,10.573831775700935,,
3549,US,California,Carneros-Napa Valley,2012,36.778259,-119.417931,1,24.43598130841121,16.599532710280375,32.544859813084116,0.2700934579439252,10.39018691588785,,
3550,US,New York,New York,2004,40.7127281,-74.0060152,1,19.43084112149533,14.598598130841122,24.024299065420564,3.965420560747664,14.370093457943925,,0.0
3551,Cyprus,Cyprus,,2007,35.129393050000004,33.22978295894309,1,,,,,,,
3552,US,California,Napa County-Sonoma County,2008,36.778259,-119.417931,1,23.722748815165875,15.6107476635514,32.04345794392523,0.06448598130841121,10.412149532710279,,
3553,New Zealand,Waiheke Island,,2008,-36.79310825,175.08838633700125,0,,,,,,,
3554,US,California,Dry Creek Valley,2003,36.778259,-119.417931,1,23.871962616822426,15.844392523364485,31.689719626168227,0.4224299065420561,11.325233644859813,,0.0
3555,US,California,Yolo County,2016,36.778259,-119.417931,1,23.931775700934576,16.047196261682245,31.992523364485983,0.24719626168224298,11.427102803738318,,
3556,Uruguay,Uruguay,,2012,-32.5049394,-53.5041115,0,,,,,,,
3557,France,Bordeaux,Blaye Côtes de Bordeaux,2016,44.841225,-0.5800364,1,17.442056074766356,12.690186915887852,23.3803738317757,1.5327102803738317,10.636057692307693,,
3558,France,Beaujolais,Beaujolais Rosé,2015,46.1186123,4.6156707,1,17.716826923076923,12.359134615384615,23.191346153846155,,9.854807692307693,,
3559,US,California,Marin County,2010,36.778259,-119.417931,1,22.446948356807514,14.869158878504672,30.273364485981308,0.3378504672897196,10.761682242990654,,
3560,France,Beaujolais,Brouilly,2012,46.1186123,4.6156707,1,16.122598870056496,11.626553672316385,21.30338983050848,,8.56590909090909,,
3561,Austria,Steiermark,,2014,46.7267476,15.6282242,1,16.26448598130841,11.387383177570092,21.40046728971963,3.5859813084112147,9.253809523809522,,
3562,US,California,South Coast,2000,36.778259,-119.417931,1,23.11682242990654,15.36355140186916,30.54813084112149,0.538785046728972,11.305140186915889,,0.0
3563,US,Idaho,Idaho,1999,40.6536764,-79.3469844,1,,,,,,,
3564,Australia,South Australia,South Australia,2000,-34.064999,150.814163,0,,,,,,,
3565,US,Washington,Yakima Valley,2001,38.8950368,-77.0365427,1,20.57943925233645,15.357009345794395,25.52102803738318,2.3700934579439252,13.226635514018694,,0.0
3566,US,California,Calaveras County,1999,36.778259,-119.417931,1,22.674766355140186,14.401869158878505,30.583644859813088,0.13925233644859814,11.403738317757007,,
3567,US,California,El Dorado,1999,36.778259,-119.417931,1,22.674766355140186,14.401869158878505,30.583644859813088,0.13925233644859814,11.403738317757007,,
3568,Australia,Victoria,Rutherglen,1998,-21.2309116,148.9741517,0,,,,,,,
3569,Australia,New South Wales,Hunter Valley,1999,-33.9175545,151.2291515,0,,,,,,,
3570,Spain,Catalonia,Penedès,1999,37.178055,-3.600833,1,22.44859813084112,12.832242990654203,29.454205607476638,0.5626168224299065,,,
3571,Spain,Levante,Jumilla,1995,37.89502725,-4.760875040624836,1,25.72944444444444,15.905140186915887,31.911682242990654,0.14299065420560747,,,
3572,US,California,El Dorado,2000,36.778259,-119.417931,1,23.11682242990654,15.36355140186916,30.54813084112149,0.538785046728972,11.305140186915889,,0.0
3573,Australia,Victoria,Swan Hill,2015,-21.2309116,148.9741517,0,,,,,,,
3574,Uruguay,Progreso,,2010,-34.6798644,-56.2154727,0,,,,,,,
3575,Greece,Crete,,2011,35.3084952,24.46334231842296,1,,,,,,,
3576,US,Virginia,Middleburg,2013,47.52326,-92.536571,1,12.313333333333334,5.642380952380952,18.424285714285713,0.6223300970873786,9.692344497607655,,
3577,Turkey,Ankara,,2014,39.9207886,32.8540482,1,18.985981308411212,12.800471698113208,25.480751173708924,1.6186868686868687,8.779904306220097,,
3578,Germany,Nahe,,2011,53.7942267,10.13793,1,13.861682242990655,8.940654205607478,18.92336448598131,2.789252336448598,11.32196261682243,37.02336448598131,367.6542056074766
3579,US,California,Atlas Peak,2009,36.778259,-119.417931,1,23.683644859813086,15.866355140186915,31.635514018691595,0.3303738317757009,10.790186915887853,,
3580,US,New York,Hudson River Region,2012,40.7127281,-74.0060152,1,20.373831775700936,15.61214953271028,25.17242990654206,2.8990654205607473,13.450934579439252,,
3581,US,California,Sonoma County,1996,36.778259,-119.417931,1,23.304975124378107,15.289252336448596,31.544859813084113,0.42710280373831777,11.546728971962617,,
3582,US,California,Calaveras County,1997,36.778259,-119.417931,1,23.298536585365852,15.418691588785048,31.21121495327103,0.027570093457943923,12.207476635514016,,
3583,US,California,North Coast,1997,36.778259,-119.417931,1,23.298536585365852,15.418691588785048,31.21121495327103,0.027570093457943923,12.207476635514016,,
3584,US,California,Livermore Valley,1997,36.778259,-119.417931,1,23.298536585365852,15.418691588785048,31.21121495327103,0.027570093457943923,12.207476635514016,,
3585,US,California,California,1995,36.778259,-119.417931,1,22.483962264150946,14.374299065420558,30.46168224299065,0.35000000000000003,11.291121495327102,30.525,750.5294117647059
3586,South Africa,Wellington,,2006,-33.643055,19.010556,0,,,,,,,
3587,US,Pennsylvania,Pennsylvania,2009,30.8713577,-88.0482706,1,24.08644859813084,19.435981308411215,29.776168224299067,4.38411214953271,9.948598130841122,,
3588,France,Bordeaux,Margaux,2009,44.841225,-0.5800364,1,18.023364485981308,13.000934579439251,23.820093457943926,1.9710280373831777,10.609223300970873,,
3589,France,Bordeaux,Saint-Julien,2009,44.841225,-0.5800364,1,18.023364485981308,13.000934579439251,23.820093457943926,1.9710280373831777,10.609223300970873,,
3590,France,Bordeaux,Saint-Estèphe,2009,44.841225,-0.5800364,1,18.023364485981308,13.000934579439251,23.820093457943926,1.9710280373831777,10.609223300970873,,
3591,France,Bordeaux,Pauillac,2009,44.841225,-0.5800364,1,18.023364485981308,13.000934579439251,23.820093457943926,1.9710280373831777,10.609223300970873,,
3592,France,Bordeaux,Bordeaux Blanc,2009,44.841225,-0.5800364,1,18.023364485981308,13.000934579439251,23.820093457943926,1.9710280373831777,10.609223300970873,,
3593,France,Bordeaux,Pessac-Léognan,2009,44.841225,-0.5800364,1,18.023364485981308,13.000934579439251,23.820093457943926,1.9710280373831777,10.609223300970873,,
3594,France,Bordeaux,Fronsac,2009,44.841225,-0.5800364,1,18.023364485981308,13.000934579439251,23.820093457943926,1.9710280373831777,10.609223300970873,,
3595,Portugal,Setubal,,2008,38.5241783,-8.8932341,1,19.47803738317757,15.734579439252336,24.414485981308413,1.5364485981308411,16.78252427184466,,
3596,US,California,San Francisco Bay,2010,36.778259,-119.417931,1,22.446948356807514,14.869158878504672,30.273364485981308,0.3378504672897196,10.761682242990654,,
3597,US,California,Santa Cruz Mountains,1999,36.778259,-119.417931,1,22.674766355140186,14.401869158878505,30.583644859813088,0.13925233644859814,11.403738317757007,,
3598,US,Idaho,Idaho,2001,40.6536764,-79.3469844,1,,,,,,,
3599,US,New York,Long Island,2006,40.7127281,-74.0060152,1,19.594835680751178,14.664018691588783,24.596728971962612,3.9242990654205605,15.373364485981309,,
3600,Italy,Veneto,Valdadige,2002,45.666668,12.25,1,19.124766355140185,14.311666666666666,24.968367346938773,6.985074626865671,8.330833333333334,,
3601,Mexico,Valle de Guadalupe,,2001,21.0113273,-102.6147189,1,,,,,,,
3602,Italy,Veneto,Veneto,2001,45.666668,12.25,1,19.328504672897193,14.01129943502825,25.49603960396039,10.5,6.722857142857143,,
3603,US,California,Knights Valley,2001,36.778259,-119.417931,1,24.004205607476635,15.769626168224299,31.96168224299065,0.26682242990654204,10.73691588785047,,0.0
3604,Italy,Veneto,Soave Classico Superiore,2000,45.666668,12.25,1,19.681308411214957,14.137888198757762,25.498342541436468,19.28095238095238,4.776470588235293,,
3605,Italy,Sicily & Sardinia,Mamertino,2012,39.373062,9.157212,1,21.898130841121496,16.540776699029124,27.57075471698113,0.7702830188679246,15.981656804733728,,
3606,US,California,Spring Mountain District,2005,36.778259,-119.417931,1,22.922535211267604,15.341588785046731,30.61728971962617,0.27102803738317754,11.476635514018692,,
3607,US,California,San Benito County,2016,36.778259,-119.417931,1,23.931775700934576,16.047196261682245,31.992523364485983,0.24719626168224298,11.427102803738318,,
3608,Italy,Veneto,Valpolicella Classico,2016,45.666668,12.25,1,19.6785046728972,14.989252336448597,24.69439252336449,2.8748815165876778,7.429439252336449,,
3609,Italy,Veneto,Recioto di Soave,2012,45.666668,12.25,1,20.311682242990653,15.063507109004743,26.210280373831775,2.402439024390244,6.465048543689321,,
3610,Australia,South Australia,Eden Valley,2013,-34.064999,150.814163,0,,,,,,,
3611,US,California,Fair Play,2010,36.778259,-119.417931,1,22.446948356807514,14.869158878504672,30.273364485981308,0.3378504672897196,10.761682242990654,,
3612,US,California,Sta. Rita Hills,2016,36.778259,-119.417931,1,23.931775700934576,16.047196261682245,31.992523364485983,0.24719626168224298,11.427102803738318,,
3613,US,California,Madera,2015,36.778259,-119.417931,1,24.21682242990654,16.74859813084112,31.86682242990654,0.3411214953271028,11.126168224299066,,
3614,Spain,Catalonia,Alella,2015,37.178055,-3.600833,1,21.774299065420557,12.849532710280373,31.042990654205603,0.685981308411215,7.060696517412935,,
3615,Spain,Levante,Valencia,2016,37.89502725,-4.760875040624836,1,23.447663551401874,15.769668246445498,32.02417061611374,1.4850467289719624,7.6425,,
3616,Ukraine,Ukraine,,2014,50.8978204,34.712302687666686,1,14.943457943925232,8.961290322580643,21.299033816425123,10.94,,,
3617,US,Washington,Washington,2003,38.8950368,-77.0365427,1,19.86261682242991,15.405140186915887,24.07102803738318,4.59392523364486,13.145794392523365,,0.0
3618,Romania,Dealu Mare,,2002,46.7202291,23.1579285,1,,,,,,,
3619,Greece,Nemea,,2003,37.955894,23.702099,1,23.373364485981313,18.774766355140187,28.113084112149526,0.38644859813084115,10.625,,
3620,South Africa,Swartland,,2005,-33.29356,18.599382501779992,0,,,,,,,
3621,South Africa,Constantia,,2007,-34.0283333,18.4155556,0,,,,,,,
3622,Chile,San Clemente,,2012,-35.5375459,-71.4858841,0,,,,,,,
3623,US,California,San Antonio Valley,2011,36.778259,-119.417931,1,22.850000000000005,15.344859813084112,30.6126168224299,0.4135514018691589,10.301869158878505,,
3624,US,California,Mendocino,2008,36.778259,-119.417931,1,23.722748815165875,15.6107476635514,32.04345794392523,0.06448598130841121,10.412149532710279,,
3625,Spain,Levante,Alicante,2006,37.89502725,-4.760875040624836,1,25.827102803738317,16.951869158878505,31.90280373831776,1.3009345794392522,,,
3626,Italy,Veneto,Amarone della Valpolicella Valpantena,2003,45.666668,12.25,1,20.68691588785047,15.130653266331658,27.46435643564356,0.8535483870967743,8.295833333333334,,
3627,US,California,Dunnigan Hills,2015,36.778259,-119.417931,1,24.21682242990654,16.74859813084112,31.86682242990654,0.3411214953271028,11.126168224299066,,
3628,Greece,Drama,,2016,41.1499443,24.1468286,1,,,,,,,
3629,US,New York,New York,2016,40.7127281,-74.0060152,1,20.235046728971962,15.230373831775701,25.31588785046729,2.3233644859813083,14.240186915887849,,
3630,Cyprus,Lemesos,,2014,34.6852901,33.0332657,1,23.62727272727273,19.881818181818183,27.145454545454548,,15.627272727272727,,
3631,Greece,Naoussa,,2013,40.6308695,40.428022,1,,,,,,,
3632,Chile,Chile,,2006,-33.4377756,-70.6504502,0,,,,,,,
3633,US,California,River Junction,2016,36.778259,-119.417931,1,23.931775700934576,16.047196261682245,31.992523364485983,0.24719626168224298,11.427102803738318,,
3634,US,California,San Francisco Bay,2009,36.778259,-119.417931,1,23.683644859813086,15.866355140186915,31.635514018691595,0.3303738317757009,10.790186915887853,,
3635,US,Oregon,Columbia Valley (OR),2015,45.4206749,-122.670649,1,17.802336448598133,12.25,24.373831775700936,1.060747663551402,9.866822429906541,,
3636,US,California,Cienega Valley,2011,36.778259,-119.417931,1,22.850000000000005,15.344859813084112,30.6126168224299,0.4135514018691589,10.301869158878505,,
3637,England,England,,2009,52.1911849,-2.2206585,1,,,,,,,
3638,US,California,San Francisco Bay,2013,36.778259,-119.417931,1,24.64392523364486,16.84906542056075,32.69626168224299,0.024299065420560744,11.090186915887848,,
3639,US,Washington,Red Mountain,2004,38.8950368,-77.0365427,1,21.0,16.491121495327103,25.25,3.4696261682242984,13.013551401869158,,0.0
3640,US,California,Rockpile,2006,36.778259,-119.417931,1,23.44716981132075,15.785981308411213,31.211214953271032,0.4411214953271028,10.69626168224299,,
3641,Italy,Sicily & Sardinia,Etna,1994,39.373062,9.157212,1,21.361682242990657,16.104672897196263,26.957943925233636,0.6588785046728972,10.05,,
3642,US,California,Shenandoah Valley (CA),2015,36.778259,-119.417931,1,24.21682242990654,16.74859813084112,31.86682242990654,0.3411214953271028,11.126168224299066,,
3643,US,New York,North Fork of Long Island,2001,40.7127281,-74.0060152,1,19.654205607476637,14.433177570093457,24.583177570093454,2.0873831775700933,14.80981308411215,,0.0
3644,US,California,Cienega Valley,2001,36.778259,-119.417931,1,24.004205607476635,15.769626168224299,31.96168224299065,0.26682242990654204,10.73691588785047,,0.0
3645,Australia,South Australia,Eden Valley,1999,-34.064999,150.814163,0,,,,,,,
3646,US,California,Monterey,2001,36.778259,-119.417931,1,24.004205607476635,15.769626168224299,31.96168224299065,0.26682242990654204,10.73691588785047,,0.0
3647,Australia,South Australia,Limestone Coast,2000,-34.064999,150.814163,0,,,,,,,
3648,US,New York,Seneca Lake,2011,40.7127281,-74.0060152,1,20.615420560747665,15.929439252336447,25.44579439252337,5.715420560747663,13.227102803738317,,
3649,US,New Jersey,New Jersey,2010,40.0192445,-74.81923825,1,20.327570093457947,14.615420560747662,26.08785046728972,0.9550898203592815,7.132242990654205,,
3650,Italy,Veneto,Valpolicella Classico,2011,45.666668,12.25,1,20.5981308411215,15.146478873239438,26.751401869158876,2.165727699530516,6.682439024390244,,
3651,Spain,Levante,Utiel-Requena,2008,37.89502725,-4.760875040624836,1,22.68411214953271,15.283644859813084,30.24392523364486,1.5593457943925235,8.809000000000001,,
3652,South Africa,Cederberg,,2010,-32.5005556,19.2569444,0,,,,,,,
3653,Greece,Epanomi,,2006,40.4280217,22.928308,1,21.09158878504673,16.414893617021278,25.99095477386935,1.3519047619047617,9.109202453987729,,
3654,US,California,Fort Ross-Seaview,2015,36.778259,-119.417931,1,24.21682242990654,16.74859813084112,31.86682242990654,0.3411214953271028,11.126168224299066,,
3655,US,Virginia,Middleburg,2016,47.52326,-92.536571,1,12.979439252336446,7.083644859813084,18.60934579439252,0.8908163265306124,9.561137440758294,,
3656,US,California,High Valley,2010,36.778259,-119.417931,1,22.446948356807514,14.869158878504672,30.273364485981308,0.3378504672897196,10.761682242990654,,
3657,Italy,Veneto,Breganze,2008,45.666668,12.25,1,19.57336448598131,15.189201877934272,24.52102803738318,2.6904761904761907,5.8389423076923075,,
3658,US,California,Tehama County,2012,36.778259,-119.417931,1,24.43598130841121,16.599532710280375,32.544859813084116,0.2700934579439252,10.39018691588785,,
3659,Italy,Sicily & Sardinia,Siracusa,2013,39.373062,9.157212,1,21.509345794392523,16.777339901477834,26.44694835680751,0.6550239234449761,15.96489361702128,,
3660,Italy,Sicily & Sardinia,Eloro,2011,39.373062,9.157212,1,21.28411214953271,15.866346153846154,26.934579439252335,0.7060747663551402,15.85672514619883,,
3661,Greece,Crete,,2008,35.3084952,24.46334231842296,1,,,,,,,
3662,Greece,Drama,,2011,41.1499443,24.1468286,1,,,,,,,
3663,France,Bordeaux,Castillon Côtes de Bordeaux,2009,44.841225,-0.5800364,1,18.023364485981308,13.000934579439251,23.820093457943926,1.9710280373831777,10.609223300970873,,
3664,France,Bordeaux,Côtes de Bourg,2009,44.841225,-0.5800364,1,18.023364485981308,13.000934579439251,23.820093457943926,1.9710280373831777,10.609223300970873,,
3665,Australia,Victoria,Heathcote,2004,-21.2309116,148.9741517,0,,,,,,,
3666,Australia,Victoria,Murray-Darling,2005,-21.2309116,148.9741517,0,,,,,,,
3667,Australia,South Australia,Adelaide Plains,2004,-34.064999,150.814163,0,,,,,,,
3668,US,Washington,Lake Chelan,2010,38.8950368,-77.0365427,1,22.598598130841122,17.610280373831774,27.94392523364486,2.7266355140186915,12.935046728971964,,
3669,US,California,Santa Barbara,2000,36.778259,-119.417931,1,23.11682242990654,15.36355140186916,30.54813084112149,0.538785046728972,11.305140186915889,,0.0
3670,New Zealand,Marlborough,,1999,-36.7846223,174.723989,0,,,,,,,
3671,US,California,Stags Leap District,2000,36.778259,-119.417931,1,23.11682242990654,15.36355140186916,30.54813084112149,0.538785046728972,11.305140186915889,,0.0
3672,US,California,Santa Cruz Mountains,2000,36.778259,-119.417931,1,23.11682242990654,15.36355140186916,30.54813084112149,0.538785046728972,11.305140186915889,,0.0
3673,US,California,Anderson Valley,2000,36.778259,-119.417931,1,23.11682242990654,15.36355140186916,30.54813084112149,0.538785046728972,11.305140186915889,,0.0
3674,US,California,North Coast,1999,36.778259,-119.417931,1,22.674766355140186,14.401869158878505,30.583644859813088,0.13925233644859814,11.403738317757007,,
3675,Austria,Austria,,1999,47.8356897,14.221707888560598,1,14.705729166666666,10.893925233644861,20.396261682242987,2.456542056074766,,,
3676,US,California,Cucamonga Valley,2000,36.778259,-119.417931,1,23.11682242990654,15.36355140186916,30.54813084112149,0.538785046728972,11.305140186915889,,0.0
3677,US,California,Arroyo Seco,2000,36.778259,-119.417931,1,23.11682242990654,15.36355140186916,30.54813084112149,0.538785046728972,11.305140186915889,,0.0
3678,Australia,Victoria,Yarra Valley,1999,-21.2309116,148.9741517,0,,,,,,,
3679,US,California,Calaveras County,2008,36.778259,-119.417931,1,23.722748815165875,15.6107476635514,32.04345794392523,0.06448598130841121,10.412149532710279,,
3680,Australia,Tasmania,Tasmania,2010,-31.95321805,152.55553581840277,0,,,,,,,
3681,France,Bordeaux,Lalande de Pomerol,2013,44.841225,-0.5800364,1,17.451869158878505,12.908411214953274,22.66495327102804,2.7065420560747664,11.33883495145631,,
3682,France,Bordeaux,Margaux,2007,44.841225,-0.5800364,1,17.252336448598133,12.579906542056074,22.652336448598128,2.135514018691589,12.046733668341709,,
3683,US,California,San Francisco Bay,2012,36.778259,-119.417931,1,24.43598130841121,16.599532710280375,32.544859813084116,0.2700934579439252,10.39018691588785,,
3684,US,Oregon,Rogue Valley,2016,45.4206749,-122.670649,1,17.202803738317755,12.071028037383178,23.310280373831777,1.8841121495327104,10.296728971962617,,
3685,Austria,Wachau,,2011,48.3275563,15.41162578949626,1,15.958878504672896,10.881481481481481,22.23443396226415,2.297938144329897,,,
3686,Hungary,Tokaj,,2013,48.1235534,21.4113895,1,,,,,,,
3687,US,California,San Francisco Bay-Livermore Valley,2013,36.778259,-119.417931,1,24.64392523364486,16.84906542056075,32.69626168224299,0.024299065420560744,11.090186915887848,,
3688,Moldova,Cahul,,2006,45.9044087,28.1946583,1,,,,,,,
3689,US,California,Sonoma-Napa,2004,36.778259,-119.417931,1,23.48738317757009,15.479439252336448,31.302336448598133,0.30327102803738315,11.898130841121494,,0.0
3690,Italy,Veneto,Valpolicella Valpantena,2006,45.666668,12.25,1,19.746728971962614,14.971028037383178,24.769483568075117,2.141899441340782,5.6125603864734295,,
3691,France,Bordeaux,Pessac-Léognan,2007,44.841225,-0.5800364,1,17.252336448598133,12.579906542056074,22.652336448598128,2.135514018691589,12.046733668341709,,
3692,Italy,Veneto,Prosecco Treviso,2013,45.666668,12.25,1,19.66822429906542,14.763033175355451,25.039150943396223,3.0808612440191383,5.867326732673266,,
3693,Greece,Cyclades,,2011,37.06001045,25.47075670857837,1,,,,,,,
3694,US,California,Ramona Valley,2011,36.778259,-119.417931,1,22.850000000000005,15.344859813084112,30.6126168224299,0.4135514018691589,10.301869158878505,,
3695,US,California,Santa Margarita Ranch,2013,36.778259,-119.417931,1,24.64392523364486,16.84906542056075,32.69626168224299,0.024299065420560744,11.090186915887848,,
3696,France,Bordeaux,Cadillac Côtes de Bordeaux,2009,44.841225,-0.5800364,1,18.023364485981308,13.000934579439251,23.820093457943926,1.9710280373831777,10.609223300970873,,
3697,Greece,Epanomi,,2010,40.4280217,22.928308,1,21.187850467289717,16.803030303030305,26.127722772277224,1.2682242990654204,11.338947368421051,,
3698,Romania,Jidvei,,2014,46.2224475,24.1106119,1,,,,,,,
3699,US,California,Santa Maria Valley,2016,36.778259,-119.417931,1,23.931775700934576,16.047196261682245,31.992523364485983,0.24719626168224298,11.427102803738318,,
3700,Austria,Steiermark,,2012,46.7267476,15.6282242,1,16.949532710280373,11.346261682242993,22.71728971962617,4.315420560747664,7.807943925233644,,
3701,Italy,Veneto,Valpolicella Superiore,2009,45.666668,12.25,1,20.964485981308417,16.0066985645933,26.604739336492894,2.1402843601895736,6.926108374384237,,
3702,Spain,Galicia,Ribeira Sacra,2011,42.8804219,-8.5458608,1,16.089252336448595,11.30467289719626,21.933177570093452,1.5186915887850467,9.920765027322405,,
3703,Italy,Veneto,Veneto,2013,45.666668,12.25,1,19.66822429906542,14.763033175355451,25.039150943396223,3.0808612440191383,5.867326732673266,,
3704,Italy,Veneto,Valdobbiadene Superiore di Cartizze,2013,45.666668,12.25,1,19.66822429906542,14.763033175355451,25.039150943396223,3.0808612440191383,5.867326732673266,,
3705,US,California,Calistoga,2015,36.778259,-119.417931,1,24.21682242990654,16.74859813084112,31.86682242990654,0.3411214953271028,11.126168224299066,,
3706,Israel,Dan,,2014,33.2400913,35.6530878,1,20.55140186915888,16.29299065420561,26.783644859813087,0.34205607476635513,,,
3707,Italy,Veneto,Asolo Prosecco Superiore,2010,45.666668,12.25,1,19.44252336448598,14.671153846153848,25.01658767772512,3.4980952380952384,6.995609756097561,,
3708,US,California,Napa County-Lake County,2009,36.778259,-119.417931,1,23.683644859813086,15.866355140186915,31.635514018691595,0.3303738317757009,10.790186915887853,,
3709,Turkey,Elazığ,,2009,38.6747164,39.2227135,1,20.03271028037383,11.396999999999998,28.21611374407583,0.7781990521327014,,,
3710,Italy,Veneto,Recioto della Valpolicella Classico,2008,45.666668,12.25,1,19.57336448598131,15.189201877934272,24.52102803738318,2.6904761904761907,5.8389423076923075,,
3711,Australia,South Australia,Barossa Valley,2016,-34.064999,150.814163,0,,,,,,,
3712,Italy,Sicily & Sardinia,Valli di Porto Pino,2004,39.373062,9.157212,1,21.080373831775706,15.785981308411216,26.719158878504672,0.9121495327102803,,,
3713,Uruguay,Canelones,,2007,-34.5242373,-56.2817519,0,,,,,,,
